OSEBuildingID,DataYear,PrimaryPropertyType,Address,City,State,ZipCode,TaxParcelIdentificationNumber,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,ComplianceStatus,Outlier,GHGEmissionsIntensity,PredictedEnergyStar
49767,2016,Mid-Rise Multifamily,1551 Minor Ave,Seattle,WA,98101.0,0660001905,EAST,47.61449,-122.3287,2013.0,1.0,7.0,88974,3202.0,85772.0,"Multifamily Housing, Parking",Multifamily Housing,89799.0,Parking,12346.0,,,94.0,30.0,76.0,2691752.5,0.0,1820717.0,778455.0,False,Compliant,,0.61,0
49771,2016,Senior Care Community,14002 linden Ave N,Seattle,WA,98133.0,3603900000,NORTHWEST,47.73074,-122.34723,2012.0,1.0,7.0,120000,0.0,120000.0,"Parking, Senior Care Community",Senior Care Community,120000.0,Parking,37070.0,,,100.0,44.29999924,103.9000015,5313724.5,0.0,3165420.0,1888215.0,False,Compliant,,1.02,0
49772,2016,Low-Rise Multifamily,708 6th Ave N,Seattle,WA,98109.0,2249000235,MAGNOLIA / QUEEN ANNE,47.62574,-122.34462,2013.0,1.0,4.0,108872,0.0,108872.0,"Multifamily Housing, Parking",Multifamily Housing,86258.0,Parking,19614.0,,,85.0,30.10000038,94.0,2595029.5,0.0,2412696.0,0.0,False,Compliant,,0.15,0
49775,2016,Supermarket / Grocery Store,2622 CALIFORNIA AVE SW,Seattle,WA,98116.0,2301550010,SOUTHWEST,47.57984,-122.38577,2011.0,1.0,1.0,67263,0.0,67263.0,Supermarket/Grocery Store,Supermarket/Grocery Store,67263.0,,,,,78.0,226.1000061,525.5999756,15210667.0,0.0,9272449.0,5425036.0,False,Compliant,,5.24,0
49776,2016,Large Office,2025 1st Avenue,Seattle,WA,98121.0,1977200471,DOWNTOWN,47.61156,-122.34401,1988.0,1.0,13.0,354086,149326.0,204760.0,"Data Center, Multifamily Housing, Office, Other, Parking",Office,193393.0,Parking,149326.0,Multifamily Housing,38225.0,88.0,59.29999924,174.3999939,14070366.0,0.0,12288296.0,1170651.0,False,Compliant,,0.42,0
49777,2016,Mid-Rise Multifamily,201 W. Harrison St.,Seattle,WA,98119.0,1989200630,MAGNOLIA / QUEEN ANNE,47.62194,-122.35972,2013.0,1.0,6.0,21762,0.0,21762.0,"Multifamily Housing, Parking",Multifamily Housing,30216.0,Parking,5809.0,,,96.0,37.59999847,91.90000153,1135424.25,0.0,727174.0,366584.0,False,Compliant,,1.13,0
49778,2016,Worship Facility,5801 SAND POINT WAY NE,Seattle,WA,98105.0,1025049006,NORTHEAST,47.6709,-122.27054,2008.0,1.0,2.0,70292,0.0,70292.0,Worship Facility,Worship Facility,70292.0,,,,,37.0,30.5,61.09999847,2145036.25,0.0,977731.0,956080.0,False,Compliant,,0.82,0
49779,2016,Mid-Rise Multifamily,2010 S Jackson Street,Seattle,WA,98144.0,3319501010,CENTRAL,47.59946,-122.30561,2013.0,0.0,6.0,38407,0.0,38407.0,Multifamily Housing,Multifamily Housing,43793.0,,,,,50.0,34.5,108.1999969,1509575.75,0.0,1427482.0,0.0,False,Compliant,,0.26,0
49780,2016,Other,2020 Fifth Avenue,Seattle,WA,98121.0,0659000905,DOWNTOWN,47.61449,-122.33956,1975.0,1.0,7.0,90679,35120.0,55559.0,"Data Center, Parking",Data Center,60000.0,Parking,30700.0,,,100.0,694.7000122,2181.300049,41680640.0,0.0,41680634.0,0.0,False,Compliant,,3.2,0
49781,2016,Mid-Rise Multifamily,1753 NW 56th St,Seattle,WA,98107.0,2767700740,BALLARD,47.66925,-122.38115,2013.0,1.0,7.0,51287,0.0,51287.0,"Food Service, Medical Office, Multifamily Housing, Office",Multifamily Housing,42215.0,Office,5794.0,Medical Office,1467.0,58.975,54.79999924,122.9000015,2756073.25,0.0,1573248.0,1092310.0,False,Compliant,,1.34,1
49783,2016,Laboratory,750 Republican Street,Seattle,WA,98109.0,1988201435,LAKE UNION,47.62351,-122.34135,2013.0,0.0,8.0,339591,114010.0,225581.0,"Convenience Store without Gas Station, Laboratory, Parking",Laboratory,172793.0,Parking,139241.0,Convenience Store without Gas Station,294.0,25.048,248.1999969,550.0999756,42959812.0,0.0,24410204.0,17286256.0,False,Compliant,,3.2,1
49784,2016,Small- and Mid-Sized Office,1501 E. Madison St.,Seattle,WA,98122.0,7234600195,CENTRAL,47.61432,-122.31257,2013.0,1.0,6.0,52000,0.0,52000.0,Office,Office,48159.0,,,,,100.0,5.0,-2.099999905,240132.0938,0.0,-115417.0,0.0,False,Compliant,,-0.02,0
49785,2016,Mid-Rise Multifamily,845 NE 66th St,Seattle,WA,98115.0,9528103115,NORTHEAST,47.6763,-122.31756,2013.0,1.0,6.0,84577,0.0,84577.0,"Multifamily Housing, Parking",Multifamily Housing,38919.0,Parking,19700.0,,,90.0,50.29999924,113.5,1959221.25,0.0,1128947.0,754254.0,False,Compliant,,0.57,0
49786,2016,Mid-Rise Multifamily,206 Bell Street,Seattle,WA,98121.0,0656000220,DOWNTOWN,47.61441,-122.3457,2013.0,1.0,8.0,53708,0.0,53708.0,"Multifamily Housing, Parking, Restaurant",Multifamily Housing,89000.0,Parking,25100.0,Restaurant,4850.0,27.0,68.19999695,155.3999939,6400496.5,0.0,3622076.0,2560274.0,False,Compliant,,3.0,0
49787,2016,Low-Rise Multifamily,317 Northwest 41st Street,Seattle,WA,98107.0,7442000360,Ballard,47.65671,-122.36174,2013.0,1.0,4.0,56184,0.0,56184.0,"Multifamily Housing, Parking",Multifamily Housing,36565.0,Parking,19538.0,,,90.0,31.89999962,80.69999695,1164848.25,0.0,807792.0,329713.0,False,Compliant,,0.41,0
49788,2016,Mid-Rise Multifamily,220 10th Ave,Seattle,WA,98122.0,2197600490,EAST,47.6042,-122.31918,2013.0,1.0,6.0,31981,0.0,31981.0,Multifamily Housing,Multifamily Housing,31981.0,,,,,100.0,27.89999962,87.59999847,892695.5,0.0,866825.0,0.0,False,Compliant,,0.19,0
49789,2016,High-Rise Multifamily,2105 5th Avenue,Seattle,WA,98121.0,0696000055,DOWNTOWN,47.61447,-122.34101,2013.0,1.0,24.0,295754,0.0,295754.0,"Multifamily Housing, Parking, Restaurant",Multifamily Housing,241268.0,Parking,50236.0,Restaurant,4532.0,55.0,42.59999847,97.5,10475740.0,0.0,6125547.0,3930142.0,False,Compliant,,0.85,0
49790,2016,Mid-Rise Multifamily,418 Bellevue Ave E,Seattle,WA,98102.0,6848200195,EAST,47.62265,-122.32616,2013.0,1.0,6.0,24457,0.0,24457.0,"Multifamily Housing, Parking",Multifamily Housing,37618.0,Parking,6936.0,,,100.0,28.60000038,68.5,1075506.75,0.0,671986.0,376795.0,False,Compliant,,1.01,0
49791,2016,Mid-Rise Multifamily,1527 15th Avenue,Seattle,WA,98122.0,1728800066,EAST,47.61506,-122.31315,2013.0,1.0,6.0,51424,0.0,51424.0,"Multifamily Housing, Parking",Multifamily Housing,51424.0,Parking,25920.0,,,99.0,24.60000038,76.19999695,1265137.75,0.0,1214710.0,26215.0,False,Compliant,,0.19,0
49858,2016,K-12 School,401 Pike,Seattle,WA,98122.0,8725600410,EAST,47.61386,-122.32647,2014.0,1.0,2.0,35780,0.0,35780.0,K-12 School,K-12 School,38000.0,,,,,22.0,78.0,204.6999969,2962615.25,0.0,2234214.0,678050.0,False,Compliant,,1.44,0
49792,2016,Mid-Rise Multifamily,10215 Greenwood Ave. N,Seattle,WA,98133.0,3626039001,NORTHWEST,47.70314,-122.35604,2013.0,3.0,5.0,198202,0.0,198202.0,"Multifamily Housing, Parking, Swimming Pool",Multifamily Housing,198202.0,Parking,61291.0,Swimming Pool,0.0,100.0,33.5,73.59999847,6631734.5,0.0,3548501.0,2864680.0,False,Compliant,,0.89,0
49793,2016,Large Office,1631 15th Ave W.,Seattle,WA,98119.0,7666201610,MAGNOLIA / QUEEN ANNE,47.63449,-122.37661,2013.0,1.0,3.0,105061,28217.0,76844.0,"Office, Parking",Office,83533.0,Parking,28217.0,,,100.0,17.0,53.40000153,1420513.25,0.0,1363192.0,0.0,False,Compliant,,0.09,0
49796,2016,Mid-Rise Multifamily,4040 26th Ave SW,Seattle,WA,98106.0,2444600025,DELRIDGE,47.56709,-122.36488,2013.0,1.0,6.0,227672,0.0,227672.0,Multifamily Housing,Multifamily Housing,227672.0,,,,,70.0,23.79999924,72.19999695,5415620.0,0.0,4984859.0,273165.0,False,Compliant,,0.22,0
49797,2016,Small- and Mid-Sized Office,700 Dearborn Place South,Seattle,WA,98144.0,7134300080,DOWNTOWN,47.59666,-122.31253,2013.0,1.0,3.0,62662,14989.0,47673.0,Office,Office,47000.0,,,,,67.0,55.90000153,172.8999939,2626698.25,0.0,2444599.0,57532.0,False,Compliant,,0.32,0
49798,2016,Low-Rise Multifamily,4111 Stone Way N,Seattle,WA,98103.0,0072000090,LAKE UNION,47.65701,-122.34269,2013.0,1.0,4.0,28200,0.0,28200.0,"Multifamily Housing, Parking",Multifamily Housing,26000.0,Parking,686.0,,,26.0,31.79999924,100.0,827881.125,0.0,784329.0,0.0,False,Compliant,,0.19,0
49800,2016,Low-Rise Multifamily,6559 15th Ave NW,Seattle,WA,98117.0,7518500220,BALLARD,47.67758,-122.37702,2013.0,1.0,4.0,83999,0.0,83999.0,Multifamily Housing,Multifamily Housing,83999.0,,,,,93.0,28.5,66.59999847,2393270.25,0.0,1434188.0,896054.0,False,Compliant,,0.69,0
49802,2016,Hotel,5216 Ballard Ave NW,Seattle,WA,98107.0,2767702985,BALLARD,47.66629,-122.3826,2013.0,1.0,4.0,62381,22948.0,39433.0,"Hotel, Parking, Swimming Pool",Hotel,60245.0,Parking,26067.0,Swimming Pool,0.0,62.0,58.0,182.3000031,3497215.5,0.0,3497215.0,0.0,False,Compliant,,0.39,0
49821,2016,Low-Rise Multifamily,10570 GREENWOOD AVE N,Seattle,WA,98133.0,8911000330,NORTHWEST,47.70656,-122.35521,2013.0,1.0,4.0,49970,0.0,49970.0,Multifamily Housing,Multifamily Housing,37419.0,,,,,61.0,33.09999847,103.8000031,1237252.75,0.0,1237253.0,0.0,False,Compliant,,0.17,0
49822,2016,High-Rise Multifamily,62 Cedar Street,Seattle,WA,98121.0,0653000395,DOWNTOWN,47.6147,-122.35238,2013.0,1.0,13.0,161722,0.0,161722.0,"Multifamily Housing, Parking",Multifamily Housing,133588.0,Parking,14406.0,,,71.0,35.70000076,96.5,4767092.5,0.0,3659799.0,974855.0,False,Compliant,,0.48,0
49825,2016,Mid-Rise Multifamily,4535 12th Ave NE,Seattle,WA,98105.0,6746701185,NORTHEAST,47.66249,-122.31565,2013.0,2.0,7.0,305925,0.0,305925.0,"Multifamily Housing, Parking",Multifamily Housing,305925.0,Parking,135794.0,,,100.0,25.89999962,68.0,7931656.0,0.0,5677985.0,1867924.0,False,Compliant,,0.45,0
49826,2016,Low-Rise Multifamily,526 19th Avenue East,Seattle,WA,98112.0,5191100210,Central,47.62422,-122.30691,2013.0,1.0,4.0,61558,0.0,61558.0,"Multifamily Housing, Parking, Restaurant, Retail Store",Multifamily Housing,42235.0,Parking,13252.0,Restaurant,4086.0,90.458,28.89999962,78.09999847,1427645.25,0.0,1081834.0,245519.0,False,Compliant,,0.33,1
49827,2016,Low-Rise Multifamily,509 1ST AVE W,Seattle,WA,98119.0,1990200395,MAGNOLIA / QUEEN ANNE,47.62365,-122.35832,2013.0,1.0,4.0,29158,0.0,29158.0,"Multifamily Housing, Parking",Multifamily Housing,31325.0,Parking,6666.0,,,100.0,27.29999924,62.20000076,856235.3125,0.0,476415.0,336173.0,False,Compliant,,0.73,0
49828,2016,Low-Rise Multifamily,7700 Rainier Ave South,Seattle,WA,98121.0,3565400000,SOUTHEAST,47.53347,-122.26948,2013.0,1.0,4.0,87958,0.0,87958.0,"Multifamily Housing, Parking",Multifamily Housing,94357.0,Parking,23645.0,,,95.0,29.0,66.0,2734756.0,0.0,1544091.0,1062040.0,False,Compliant,,0.76,0
49829,2016,Senior Care Community,2200 E Madison,Seattle,WA,98112.0,2825049005,Central,47.61885,-122.30341,2013.0,1.0,6.0,79805,0.0,79805.0,"Parking, Senior Care Community",Senior Care Community,79805.0,Parking,7000.0,,,25.0,96.40000153,223.3000031,7692164.0,0.0,4663661.0,2867663.0,False,Compliant,,2.32,0
49830,2016,Low-Rise Multifamily,1711 12th Ave,Seattle,WA,98122.0,6003500699,EAST,47.61677,-122.31721,2013.0,1.0,4.0,23397,0.0,23397.0,Multifamily Housing,Multifamily Housing,23397.0,,,,,84.047,36.20000076,89.30000305,845824.1875,0.0,542181.0,264217.0,False,Compliant,,0.76,1
49850,2016,K-12 School,14050 1st Ave NE,Seattle,WA,98125.0,2832100190,NORTHWEST,47.73143,-122.32784,2014.0,1.0,2.0,48925,0.0,48925.0,K-12 School,K-12 School,63500.0,,,,,82.0,26.70000076,73.59999847,1695022.25,0.0,1384383.0,246907.0,False,Compliant,,0.47,0
49857,2016,Mid-Rise Multifamily,1260 Republican St.,Seattle,WA,98109.0,2925049041,LAKE UNION,47.62336,-122.33085,2013.0,1.0,7.0,229742,0.0,229742.0,"Multifamily Housing, Parking",Multifamily Housing,176814.0,Parking,53760.0,,,93.0,35.90000153,84.59999847,6352421.5,0.0,3803533.0,2183546.0,False,Compliant,,0.62,0
49862,2016,Other,201 Thomas St.,Seattle,WA,98109.0,1985200130,MAGNOLIA / QUEEN ANNE,47.62082,-122.35251,1962.0,0.0,1.0,29000,0.0,29000.0,Other,Other,25100.0,,,,,24.334,90.80000305,245.8999939,2642231.75,0.0,1604709.0,824505.0,False,Compliant,,1.9,1
49865,2016,Other,2623 NE 46th St,Seattle,WA,98105.0,0925049427,NORTHEAST,47.66246,-122.29898,2013.0,1.0,6.0,305025,239252.0,65773.0,"Lifestyle Center, Medical Office",Lifestyle Center,318986.0,Medical Office,19909.0,,,57.524,78.30000305,159.0,26532170.0,0.0,12331431.0,13628209.0,False,Compliant,,2.65,1
49866,2016,Low-Rise Multifamily,999 Hiawatha Pl S,Seattle,WA,98144.0,7132300350,CENTRAL,47.59316,-122.30843,2014.0,1.0,4.0,122941,0.0,122941.0,"Multifamily Housing, Parking",Multifamily Housing,60545.0,Parking,48300.0,,,94.0,34.29999924,107.6999969,2076158.75,0.0,2014148.0,0.0,False,Compliant,,0.11,0
49867,2016,Large Office,1521 1ST AVE S,Seattle,WA,98134.0,7666207075,GREATER DUWAMISH,47.58872,-122.33475,2014.0,1.0,7.0,333714,146687.0,187027.0,"Office, Parking",Office,191333.0,Parking,133432.0,,,95.918,24.29999924,73.09999847,4644839.5,0.0,4359095.0,222397.0,False,Compliant,,0.13,1
49868,2016,Mid-Rise Multifamily,1201 Mercer St,Seattle,WA,98109.0,2467400211,LAKE UNION,47.62415,-122.33286,2014.0,1.0,7.0,145716,0.0,145716.0,"Multifamily Housing, Parking",Multifamily Housing,114187.0,Parking,31540.0,,,98.0,28.70000076,69.0,3276819.0,0.0,2125700.0,1151119.0,False,Compliant,,0.52,0
49869,2016,Low-Rise Multifamily,4251 Aurora Ave North,Seattle,WA,98103.0,5694001090,LAKE UNION,47.65889,-122.34776,2014.0,1.0,4.0,34723,0.0,34723.0,Multifamily Housing,Multifamily Housing,34723.0,,,,,57.0,51.70000076,137.0,1796340.25,0.0,1286529.0,409495.0,False,Compliant,,0.88,0
49870,2016,Mid-Rise Multifamily,500 Belmont Ave E,Seattle,WA,98102.0,6848200825,EAST,47.62328,-122.32377,2014.0,1.0,6.0,55113,0.0,55113.0,"Multifamily Housing, Parking",Multifamily Housing,42064.0,Parking,13049.0,,,99.0,29.79999924,93.59999847,1253675.75,0.0,1199392.0,0.0,False,Compliant,,0.15,0
49871,2016,Mid-Rise Multifamily,3040 17th Ave. W.,Seattle,WA,98119.0,2770602720,MAGNOLIA / QUEEN ANNE,47.64787,-122.37841,2014.0,1.0,7.0,209583,0.0,209583.0,Multifamily Housing,Multifamily Housing,274000.0,,,,,96.0,21.29999924,51.90000153,5838218.0,0.0,3732625.0,1857641.0,False,Compliant,,0.59,0
49872,2016,Other,2015 AIRPORT WAY S,Seattle,WA,98134.0,7666203470,GREATER DUWAMISH,47.5843,-122.32229,2014.0,1.0,2.0,56988,0.0,56988.0,"Automobile Dealership, Parking",Automobile Dealership,24520.0,Parking,0.0,,,,22.20000076,46.90000153,544172.375,0.0,276732.0,267440.0,False,Compliant,,0.28,0
49873,2016,High-Rise Multifamily,1915 2nd Ave,Seattle,WA,98101.0,1977200950,DOWNTOWN,47.61105,-122.34091,2014.0,1.0,25.0,237186,0.0,237186.0,"Multifamily Housing, Parking",Multifamily Housing,180993.0,Parking,72704.0,,,34.0,68.09999847,160.1999969,12332987.0,0.0,7681559.0,4270385.0,False,Compliant,,1.18,0
49874,2016,Low-Rise Multifamily,1145 10th Ave E,Seattle,WA,98102.0,6762700280,EAST,47.62993,-122.32054,2014.0,1.0,3.0,93179,0.0,93179.0,"Multifamily Housing, Parking",Multifamily Housing,63663.0,Parking,29516.0,,,93.0,34.5,80.19999695,2197760.75,0.0,1296273.0,819393.0,False,Compliant,,0.56,0
49889,2016,Mid-Rise Multifamily,427 NE 72nd St,Seattle,WA,98115.0,9528101710,NORTHWEST,47.68055,-122.32337,2014.0,4.0,6.0,292376,0.0,292376.0,"Multifamily Housing, Parking, Supermarket/Grocery Store",Multifamily Housing,225965.0,Supermarket/Grocery Store,51663.0,Parking,29096.0,100.0,37.59999847,84.59999847,10432562.0,0.0,5851607.0,4233343.0,False,Compliant,,0.91,0
49892,2016,Mid-Rise Multifamily,4502 42ND AVE SW,Seattle,WA,98116.0,0952006510,SOUTHWEST,47.56271,-122.38516,2014.0,1.0,7.0,137068,0.0,137068.0,"Multifamily Housing, Parking",Multifamily Housing,70584.0,Parking,32578.0,,,98.0,45.0,104.1999969,3177586.75,0.0,1818637.0,1229680.0,False,Compliant,,0.57,0
49893,2016,Mid-Rise Multifamily,1111 E Pine Street,Seattle,WA,98122.0,6003500305,EAST,47.61499,-122.31795,2014.0,1.0,7.0,103100,3400.0,99700.0,"Bar/Nightclub, Multifamily Housing, Parking",Multifamily Housing,61582.0,Parking,11390.0,Bar/Nightclub,5170.0,76.0,52.40000153,115.6999969,3496647.25,0.0,1827863.0,1516970.0,False,Compliant,,0.91,0
49894,2016,Mid-Rise Multifamily,14027 LAKE CITY WAY NE,Seattle,WA,98125.0,7663700900,NORTH,47.73123,-122.29307,2014.0,3.0,6.0,447915,0.0,447915.0,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,302864.0,Parking,135759.0,Retail Store,9680.0,100.0,28.39999962,68.40000153,8877181.0,0.0,5436741.0,3000659.0,False,Compliant,,0.44,0
49895,2016,Mid-Rise Multifamily,1020 NE 63rd St.,Seattle,WA,98115.0,1797500790,NORTHEAST,47.67435,-122.31644,2014.0,1.0,6.0,84891,0.0,84891.0,"Multifamily Housing, Parking",Multifamily Housing,94250.0,Parking,13442.0,,,100.0,25.70000076,57.70000076,2420332.0,0.0,1327214.0,997550.0,False,Compliant,,0.73,0
49896,2016,Mid-Rise Multifamily,2217 3rd Ave,Seattle,WA,98121.0,0694000055,DOWNTOWN,47.61408,-122.34428,2014.0,1.0,7.0,47343,0.0,47343.0,"Multifamily Housing, Parking",Multifamily Housing,47343.0,Parking,0.0,,,98.0,31.39999962,60.90000153,1485564.5,0.0,632280.0,798077.0,False,Compliant,,0.99,0
49897,2016,Mid-Rise Multifamily,2915 Rainier Avenue South,Seattle,WA,98144.0,0003600056,GREATER DUWAMISH,47.57703,-122.29751,2014.0,1.0,5.0,78756,0.0,78756.0,Multifamily Housing,Multifamily Housing,55751.0,,,,,63.0,33.5,97.19999695,1867807.625,0.0,1572698.0,212098.0,False,Compliant,,0.28,0
49901,2016,Mid-Rise Multifamily,1501 NW 56th St.,Seattle,WA,98107.0,2767700655,BALLARD,47.66927,-122.37683,2014.0,1.0,8.0,439262,0.0,439262.0,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,275443.0,Parking,181729.0,Retail Store,16415.0,99.0,32.20000076,82.69999695,9412271.0,0.0,6815375.0,2526051.0,False,Compliant,,0.41,0
49902,2016,Mid-Rise Multifamily,1111 E Union St,Seattle,WA,98122.0,3225049001,EAST,47.61272,-122.31761,2014.0,1.0,6.0,123075,31916.0,91159.0,"Multifamily Housing, Parking",Multifamily Housing,82627.0,Parking,32227.0,,,95.0,33.90000153,80.09999847,2799192.5,0.0,1759518.0,999554.0,False,Compliant,,0.53,0
49909,2016,University,6770 E. Marginal Way S.,Seattle,WA,98108.0,0001800137,GREATER DUWAMISH,47.54193,-122.32404,2007.0,4.0,2.0,149856,0.0,149856.0,College/University,College/University,149856.0,,,,,65.765,45.09999847,118.6999969,6759240.5,0.0,4967236.0,1368079.0,False,Compliant,,0.72,1
49911,2016,Other,625 S.W. 100th St.,Seattle,WA,98146.0,2895800030,DELRIDGE,47.51377011,-122.3432804,2010.0,1.0,2.0,44162,0.0,44162.0,"Parking, Pre-school/Daycare",Pre-school/Daycare,44162.0,Parking,15761.0,,,80.263,38.0,87.09999847,1679541.25,0.0,953635.0,592850.0,False,Compliant,,0.86,1
49918,2016,Other,8721 Rainier Ave S,Seattle,WA,98118.0,2123700240,SOUTHEAST,47.52472,-122.27074,2013.0,1.0,1.0,53775,0.0,53775.0,"Fitness Center/Health Club/Gym, Office, Other - Education, Other - Recreation, Other - Technology/Science, Pre-school/Daycare, Swimming Pool",Other - Recreation,35361.0,Fitness Center/Health Club/Gym,12689.0,Office,2110.0,19.105,231.3999939,398.7000122,12442613.0,0.0,4007401.0,8088416.0,False,Compliant,,8.51,1
49919,2016,Mid-Rise Multifamily,1636 S McClellan Street,Seattle,WA,98144.0,3086003260,GREATER DUWAMISH,47.57883,-122.31105,2014.0,1.0,6.0,45167,0.0,45167.0,"Multifamily Housing, Other - Restaurant/Bar, Parking, Restaurant",Multifamily Housing,36297.0,Parking,6824.0,Other - Restaurant/Bar,1144.0,93.0,29.70000076,74.90000153,1134086.5,0.0,781034.0,337456.0,False,Compliant,,0.52,0
49920,2016,High-Rise Multifamily,800 Seneca St,Seattle,WA,98101.0,1978200025,EAST,47.60967,-122.32977,2014.0,1.0,32.0,434839,0.0,434839.0,Multifamily Housing,Multifamily Housing,257347.0,,,,,47.0,47.29999924,122.5,12176139.0,0.0,8969953.0,2992662.0,False,Compliant,,0.51,0
49921,2016,High-Rise Multifamily,2720 Fourth Avenue,Seattle,WA,98121.0,0696000355,DOWNTOWN,47.61834,-122.34832,2014.0,1.0,13.0,201839,0.0,201839.0,"Multifamily Housing, Parking",Multifamily Housing,132698.0,Parking,57024.0,,,84.0,44.40000153,108.6999969,5887101.5,0.0,3946056.0,1941045.0,False,Compliant,,0.65,0
49923,2016,Mixed Use Property,1920 Queen Anne Ave N,Seattle,WA,98109.0,1794501060,MAGNOLIA / QUEEN ANNE,47.63664,-122.35655,2014.0,1.0,5.0,233528,0.0,233528.0,"Multifamily Housing, Parking, Retail Store, Supermarket/Grocery Store",Multifamily Housing,110728.0,Parking,79579.0,Supermarket/Grocery Store,23794.0,100.0,23.89999962,49.59999847,3679287.25,0.0,1803027.0,1787704.0,False,Compliant,,0.46,0
49924,2016,Small- and Mid-Sized Office,1500 HARVARD AVE,Seattle,WA,98122.0,7502500010,EAST,47.61438,-122.32174,1912.0,0.0,2.0,64820,0.0,64820.0,"Movie Theater, Office, Vocational School",Office,37668.0,Movie Theater,11500.0,Vocational School,10000.0,77.512,39.40000153,111.4000015,2332889.25,0.0,1980767.0,293529.0,False,Compliant,,0.45,1
49925,2016,University,1718 Broadway,Seattle,WA,98122.0,6003001105,EAST,47.61699,-122.32083,1993.0,1.0,2.0,99765,0.0,99765.0,College/University,College/University,99765.0,,,,,81.428,33.79999924,78.59999847,3372443.75,0.0,2055974.0,1129031.0,False,Compliant,,0.74,1
49926,2016,University,1701 BROADWAY,Seattle,WA,98122.0,6003001130,EAST,47.61748356,-122.321853,1925.0,1.0,3.0,428347,0.0,428347.0,College/University,College/University,472384.0,,,,,60.045,82.5,187.3000031,38977108.0,13556219.0,21930618.0,1535341.0,False,Compliant,,2.99,1
49928,2016,Mid-Rise Multifamily,2334 Elliott Ave,Seattle,WA,98121.0,0654000305,DOWNTOWN,47.61283,-122.34884,2014.0,1.0,7.0,135643,0.0,135643.0,"Multifamily Housing, Parking",Multifamily Housing,104860.0,Parking,25898.0,,,98.0,30.39999962,75.09999847,3187197.25,0.0,2168585.0,996544.0,False,Compliant,,0.5,0
49939,2016,Low-Rise Multifamily,6951 62nd Ave NE,Seattle,WA,98115.0,0225049063,NORTHEAST,47.6779,-122.26166,2013.0,1.0,2.0,31928,0.0,31928.0,Multifamily Housing,Multifamily Housing,31928.0,,,,,35.0,35.29999924,111.0,1128551.375,0.0,1075019.0,0.0,False,Compliant,,0.23,0
49940,2016,Hospital,925 Seneca St.,Seattle,WA,98101.0,1979200210,EAST,47.60986,-122.32774,1920.0,1.0,8.0,374466,0.0,374466.0,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),1010135.0,,,,,74.0,165.5,369.3999939,167207104.0,73885472.0,90060497.0,0.0,False,Compliant,,16.91,0
49943,2016,Low-Rise Multifamily,80 Stewart Street,Seattle,WA,98101.0,8008550000,DOWNTOWN,47.60994,-122.34234,1904.0,1.0,3.0,49000,0.0,49000.0,"Food Sales, Multifamily Housing, Restaurant, Retail Store",Multifamily Housing,21600.0,Food Sales,5663.0,Retail Store,4027.0,9.4,139.3000031,372.3999939,4691944.5,0.0,3599281.0,1003512.0,False,Non-Compliant,High outlier,1.6,1
49944,2016,Mixed Use Property,1535 First Avenue,Seattle,WA,98101.0,5160500000,DOWNTOWN,47.60947,-122.34107,1983.0,1.0,5.0,66460,0.0,66460.0,"Bar/Nightclub, Multifamily Housing, Other - Restaurant/Bar, Restaurant, Retail Store",Multifamily Housing,31964.0,Retail Store,9631.0,Bar/Nightclub,9309.0,46.861,88.30000305,174.1000061,5871374.0,0.0,2588053.0,3238692.0,False,Compliant,,2.86,1
49945,2016,Senior Care Community,1426 WESTERN AVE,Seattle,WA,98101.0,6598350000,DOWNTOWN,47.60898,-122.34213,1989.0,1.0,3.0,197395,156000.0,41395.0,"Office, Other - Public Services, Personal Services (Health/Beauty, Dry Cleaning, etc), Senior Care Community",Senior Care Community,38800.0,Other - Public Services,3650.0,Office,586.0,63.208,65.19999695,158.8999939,2842128.0,0.0,1888063.0,849471.0,False,Compliant,,0.3,1
